"gene","D","P_random","P_brownian","n","n1","n0","status","p_adjustp","p_adjustb","n_prop","n1_prop"
"FBgn0053548",0.507186293674682,0,0.008,120,44,76,"ok",0,0.0475628415300546,0.4,0.366666666666667
"FBgn0023550",0.296621282446887,0.001,0.162,60,39,21,"ok",0.00181912144702842,0.322544668108468,0.2,0.65
"FBgn0029603",NA,NA,NA,3,3,0,"skipped",NA,NA,0.01,1
"FBgn0023542",0.153563644757278,0,0.318,96,16,80,"ok",0,0.489369165487977,0.32,0.166666666666667
"FBgn0023541",1.28460061397131,0.845,0.001,34,8,26,"ok",0.872182837429927,0.0103798785776236,0.113333333333333,0.235294117647059
"FBgn0005670",0.673296292819489,0.007,0,118,33,85,"ok",0.0113810623556582,0,0.393333333333333,0.279661016949153
"FBgn0004655",0.428735755834277,0,0.019,235,26,209,"ok",0,0.083630746598014,0.783333333333333,0.11063829787234
"FBgn0013432",1.82120910032042,0.952,0.01,55,2,53,"ok",0.960183381088825,0.0548990825688073,0.183333333333333,0.0363636363636364
"FBgn0004861",0.32044626230284,0,0.053,156,39,117,"ok",0,0.15997578814628,0.52,0.25
"FBgn0004860",0.703147569995108,0.082,0.025,98,8,90,"ok",0.109175214150629,0.100301709688233,0.326666666666667,0.0816326530612245
"FBgn0040394",-0.140958673009456,0,0.739,142,37,105,"ok",0,0.821813045902249,0.473333333333333,0.26056338028169
"FBgn0004050",0.10830638462844,0,0.278,177,50,127,"ok",0,0.450217050067659,0.59,0.282485875706215
"FBgn0260753",0.439717549273338,0,0.003,224,55,169,"ok",0,0.0240482250502344,0.746666666666667,0.245535714285714
"FBgn0040376",-0.0702102227355898,0,0.576,51,8,43,"ok",0,0.707685863874346,0.17,0.156862745098039
"FBgn0040066",0.148710358944877,0,0.234,126,51,75,"ok",0,0.405459968148255,0.42,0.404761904761905
"FBgn0001404",0.219877112107165,0,0.09,254,55,199,"ok",0,0.22319104848736,0.846666666666667,0.216535433070866
"FBgn0004643",-0.0180999663929449,0,0.525,82,9,73,"ok",0,0.667077184414481,0.273333333333333,0.109756097560976
"FBgn0040336",0.192973186627132,0,0.12,247,50,197,"ok",0,0.267093174632695,0.823333333333333,0.202429149797571
"FBgn0040334",0.174637546164706,0,0.242,78,31,47,"ok",0,0.413396517270911,0.26,0.397435897435897
"FBgn0029629",0.193716698528324,0,0.223,191,19,172,"ok",0,0.393115922816321,0.636666666666667,0.0994764397905759
"FBgn0011566",0.577523214596958,0.043,0.07,89,8,81,"ok",0.0608086966796644,0.191138489618982,0.296666666666667,0.0898876404494382
"FBgn0011606",-0.273976281610385,0,0.842,74,14,60,"ok",0,0.893514452917184,0.246666666666667,0.189189189189189
"FBgn0040388",0.460782934681241,0.002,0.07,87,14,73,"ok",0.00351070695218539,0.191138489618982,0.29,0.160919540229885
"FBgn0003714",0.660537129301286,0.064,0.048,79,8,71,"ok",0.0871390216154721,0.15050144092219,0.263333333333333,0.10126582278481
"FBgn0001150",-0.25230854960086,0,0.845,130,111,19,"ok",0,0.895903614457831,0.433333333333333,0.853846153846154
"FBgn0052797",NA,NA,NA,1,0,1,"skipped",NA,NA,0.00333333333333333,0
"FBgn0040385",0.335671604658377,0,0.151,56,20,36,"ok",0,0.308653800170794,0.186666666666667,0.357142857142857
"FBgn0003371",13.2047827891441,0.666,0,4,2,2,"ok",0.712177269478199,0,0.0133333333333333,0.5
"FBgn0003068",0.181154020184554,0,0.168,214,37,177,"ok",0,0.330260183968463,0.713333333333333,0.172897196261682
"FBgn0024993",0.617530767134454,0.14,0.16,36,5,31,"ok",0.177153732290125,0.320106987629555,0.12,0.138888888888889
"FBgn0024996",0.767857646345161,0.082,0,94,14,80,"ok",0.109175214150629,0,0.313333333333333,0.148936170212766
"FBgn0024997",0.441502676273784,0,0.048,103,16,87,"ok",0,0.15050144092219,0.343333333333333,0.155339805825243
"FBgn0024991",1.08885858245516,0.398,0.397,12,1,11,"ok",0.452265856437524,0.559964172068356,0.04,0.0833333333333333
"FBgn0000928",0.413293959935691,0.235,0.389,10,7,3,"ok",0.284002827426033,0.552063559824499,0.0333333333333333,0.7
"FBgn0000927",0.336684758644103,0,0.114,70,17,53,"ok",0,0.25835106987313,0.233333333333333,0.242857142857143
"FBgn0283545",NA,NA,NA,15,0,15,"skipped",NA,NA,0.05,0
"FBgn0000520",0.36247206359651,0.001,0.119,65,16,49,"ok",0.00181912144702842,0.265905899925317,0.216666666666667,0.246153846153846
"FBgn0024975",0.308702009142997,0,0.113,86,20,66,"ok",0,0.25715611332953,0.286666666666667,0.232558139534884
"FBgn0040356",1.35028102751859,0.565,0.125,14,2,12,"ok",0.617357801515566,0.273792093704246,0.0466666666666667,0.142857142857143
"FBgn0003996",0.508235071480098,0,0.001,161,48,113,"ok",0,0.0103798785776236,0.536666666666667,0.298136645962733
"FBgn0040384",0.10673703112218,0,0.218,284,124,160,"ok",0,0.387267923408045,0.946666666666667,0.436619718309859
"FBgn0024980",0.268264937706488,0.001,0.188,64,18,46,"ok",0.00181912144702842,0.354272398047552,0.213333333333333,0.28125
"FBgn0000376",0.174384511035196,0,0.212,193,24,169,"ok",0,0.380963363363363,0.643333333333333,0.124352331606218
"FBgn0250874",0.0444963735245207,0,0.421,133,41,92,"ok",0,0.579607500287588,0.443333333333333,0.308270676691729
"FBgn0024973",0.204413238769576,0,0.285,86,8,78,"ok",0,0.457038724373576,0.286666666666667,0.0930232558139535
"FBgn0024998",0.305784368649122,0,0.093,194,25,169,"ok",0,0.22761226993865,0.646666666666667,0.128865979381443
"FBgn0024994",-0.00741488419252561,0,0.521,161,66,95,"ok",0,0.664039190628328,0.536666666666667,0.409937888198758
"FBgn0024992",-0.084806067321877,0,0.611,128,13,115,"ok",0,0.735067149175714,0.426666666666667,0.1015625
"FBgn0000092",0.237180166225855,0.087,0.445,17,4,13,"ok",0.115153284671533,0.600898115762157,0.0566666666666667,0.235294117647059
"FBgn0025838",0.128200984295156,0.013,0.396,25,7,18,"ok",0.0202319895968791,0.559146767343086,0.0833333333333333,0.28
"FBgn0011276",0.50871502157831,0,0,150,48,102,"ok",0,0,0.5,0.32
"FBgn0004647",0.339969094762076,0,0.026,289,36,253,"ok",0,0.102967571144937,0.963333333333333,0.124567474048443
"FBgn0040396",0.453664959568461,0.069,0.243,25,4,21,"ok",0.0933414716853171,0.414454040188115,0.0833333333333333,0.16
"FBgn0000479",0.513844720797014,0,0,297,160,137,"ok",0,0,0.99,0.538720538720539
"FBgn0262656",0.266992673672557,0.004,0.262,49,8,41,"ok",0.00672737492973581,0.434416181767803,0.163333333333333,0.163265306122449
"FBgn0029660",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0029662",-0.0936630772690029,0.006,0.574,24,8,16,"ok",0.00985290889132821,0.706025899280575,0.08,0.333333333333333
"FBgn0029661",-0.511199344069715,0.071,0.815,8,2,6,"ok",0.0958195760036085,0.876678051411109,0.0266666666666667,0.25
"FBgn0029659",0.199088269415136,0.179,0.444,13,3,10,"ok",0.221354825377144,0.599953934740883,0.0433333333333333,0.230769230769231
"FBgn0029658",1.33703377650733,0.638,0.074,11,3,8,"ok",0.686221263593062,0.197995081600715,0.0366666666666667,0.272727272727273
"FBgn0029657",13.0429622738984,0.853,0,7,6,1,"ok",0.878999827794042,0,0.0233333333333333,0.857142857142857
"FBgn0288967",1.06283282396876,0.528,0.012,42,6,36,"ok",0.580960191229199,0.0619568593615185,0.14,0.142857142857143
"FBgn0003086",NA,NA,NA,1,0,1,"skipped",NA,NA,0.00333333333333333,0
"FBgn0010296",NA,NA,NA,12,0,12,"skipped",NA,NA,0.04,0
"FBgn0010295",NA,NA,NA,1,0,1,"skipped",NA,NA,0.00333333333333333,0
"FBgn0010294",NA,NA,NA,3,1,2,"skipped",NA,NA,0.01,0.333333333333333
"FBgn0000644",1.1941752676528,0.805,0.002,54,7,47,"ok",0.838781124847641,0.0178760268857356,0.18,0.12962962962963
"FBgn0028746",0.44638112817051,0.064,0.213,47,5,42,"ok",0.0871390216154721,0.381785831960461,0.156666666666667,0.106382978723404
"FBgn0040355",2.22577769798102,0.419,0.514,5,1,4,"ok",0.47365561537735,0.657498076100898,0.0166666666666667,0.2
"FBgn0052793",0.651210931945007,0.042,0.026,125,10,115,"ok",0.0594859171597633,0.102967571144937,0.416666666666667,0.08
"FBgn0029642",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0025645",0.454995891282479,0.002,0.057,90,14,76,"ok",0.00351070695218539,0.168147892531427,0.3,0.155555555555556
"FBgn0029643",0.0740481983821059,0.105,0.534,20,2,18,"ok",0.136413373860182,0.674716216216216,0.0666666666666667,0.1
"FBgn0029644",-1.74216174491254,0.014,0.893,26,2,24,"ok",0.0216699430936368,0.92547835122965,0.0866666666666667,0.0769230769230769
"FBgn0029645",-3.9191079100528,0.092,0.807,19,1,18,"ok",0.12104837291117,0.870419610670512,0.0633333333333333,0.0526315789473684
"FBgn0029646",0.148546568554233,0,0.242,107,28,79,"ok",0,0.413396517270911,0.356666666666667,0.261682242990654
"FBgn0029647",-1.42929201918482,0.038,0.767,13,2,11,"ok",0.0542896024829891,0.842306478252891,0.0433333333333333,0.153846153846154
"FBgn0029648",0.350143357959418,0,0.085,83,47,36,"ok",0,0.216350489153552,0.276666666666667,0.566265060240964
"FBgn0028369",0.619955844865056,0,0,217,43,174,"ok",0,0,0.723333333333333,0.19815668202765
"FBgn0029649",1.52142041745249,0.787,0.04,35,2,33,"ok",0.822747728860937,0.13447191011236,0.116666666666667,0.0571428571428571
"FBgn0003285",0.675671841309363,0.017,0.009,109,18,91,"ok",0.0259245667686035,0.0515862068965517,0.363333333333333,0.165137614678899
"FBgn0025644",0.0206332924198045,0,0.478,124,32,92,"ok",0,0.628648791208791,0.413333333333333,0.258064516129032
"FBgn0029639",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0040354",0.563253927598463,0.048,0.101,81,6,75,"ok",0.0672516974947319,0.24059872611465,0.27,0.0740740740740741
"FBgn0040353",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0040352",0.76885052538978,0.319,0.184,20,4,16,"ok",0.371525107045543,0.349708114975385,0.0666666666666667,0.2
"FBgn0029664",0.654443386542015,0.026,0.029,92,10,82,"ok",0.0383117458754001,0.110532484076433,0.306666666666667,0.108695652173913
"FBgn0029666",0.0491796993126672,0.029,0.469,16,10,6,"ok",0.0422588579081943,0.621318574274961,0.0533333333333333,0.625
"FBgn0029669",2.02818155334635,0.817,0.046,13,2,11,"ok",0.84825678840982,0.146768328445748,0.0433333333333333,0.153846153846154
"FBgn0266429",0.539978110474593,0.002,0.012,147,20,127,"ok",0.00351070695218539,0.0619568593615185,0.49,0.136054421768707
"FBgn0044046",0.62658566214861,0.019,0.023,87,14,73,"ok",0.0287546788062721,0.0950169140490162,0.29,0.160919540229885
"FBgn0023215",0.628937766827013,0.031,0.022,58,16,42,"ok",0.0449815712900097,0.0922550805886475,0.193333333333333,0.275862068965517
"FBgn0015286",0.725589434181827,0.011,0,192,21,171,"ok",0.0173449275362319,0,0.64,0.109375
"FBgn0029672",1.12013030498269,0.595,0.039,48,3,45,"ok",0.645423728813559,0.132074702886248,0.16,0.0625
"FBgn0052791",0.366777016819788,0.017,0.19,52,9,43,"ok",0.0259245667686035,0.356246279179069,0.173333333333333,0.173076923076923
"FBgn0029667",0.368990991069411,0,0.03,209,30,179,"ok",0,0.112270168855535,0.696666666666667,0.143540669856459
"FBgn0029665",0.805674061587301,0.379,0.214,31,2,29,"ok",0.43289482725711,0.382775668808848,0.103333333333333,0.0645161290322581
"FBgn0029663",0.696660907548201,0.007,0,242,25,217,"ok",0.0113810623556582,0,0.806666666666667,0.103305785123967
"FBgn0283657",0.428945841712063,0,0,293,147,146,"ok",0,0,0.976666666666667,0.501706484641638
"FBgn0029676",0.566813739881675,0.116,0.185,57,4,53,"ok",0.149438966630786,0.350828711773095,0.19,0.0701754385964912
"FBgn0021738",NA,NA,NA,1,0,1,"skipped",NA,NA,0.00333333333333333,0
"FBgn0260484",NA,NA,NA,1,0,1,"skipped",NA,NA,0.00333333333333333,0
"FBgn0029679",0.477823119161705,0.003,0.053,94,13,81,"ok",0.00513134200371588,0.15997578814628,0.313333333333333,0.138297872340426
"FBgn0000542",0.261785048397667,0,0.025,274,136,138,"ok",0,0.100301709688233,0.913333333333333,0.496350364963504
"FBgn0028491",0.501099209580773,0,0.003,181,64,117,"ok",0,0.0240482250502344,0.603333333333333,0.353591160220994
"FBgn0285910",0.843554791499103,0.092,0,196,20,176,"ok",0.12104837291117,0,0.653333333333333,0.102040816326531
"FBgn0029681",0.326853547405409,0,0.09,99,30,69,"ok",0,0.22319104848736,0.33,0.303030303030303
"FBgn0029686",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0029687",0.348292080607097,0,0.041,207,27,180,"ok",0,0.136681894150418,0.69,0.130434782608696
"FBgn0029690",0.0799926806853236,0.022,0.483,80,3,77,"ok",0.0328504054897068,0.632098851831602,0.266666666666667,0.0375
"FBgn0029689",0.347586079746394,0.009,0.195,60,9,51,"ok",0.0144,0.362666666666667,0.2,0.15
"FBgn0029688",1.36510255608725,0.98,0,157,7,150,"ok",0.984276602886875,0,0.523333333333333,0.0445859872611465
"FBgn0029685",0.490676890656113,0,0.001,219,37,182,"ok",0,0.0103798785776236,0.73,0.168949771689498
"FBgn0000221",0.295995307202886,0.035,0.289,32,6,26,"ok",0.0503280067283431,0.460859693537642,0.106666666666667,0.1875
"FBgn0026084",0.712853779465966,0.012,0.002,164,23,141,"ok",0.0188102161100196,0.0178760268857356,0.546666666666667,0.140243902439024
"FBgn0026085",1.89015721548511,0.903,0.027,10,2,8,"ok",0.919910112359551,0.1056,0.0333333333333333,0.2
"FBgn0026083",0.442796743596351,0,0.003,205,67,138,"ok",0,0.0240482250502344,0.683333333333333,0.326829268292683
"FBgn0066114",0.294478693984393,0.003,0.202,65,10,55,"ok",0.00513134200371588,0.370219908116386,0.216666666666667,0.153846153846154
"FBgn0029697",0.0549940809758686,0.078,0.557,29,2,27,"ok",0.104313778075763,0.692733658942118,0.0966666666666667,0.0689655172413793
"FBgn0029701",-0.514467683525746,0.001,0.834,28,22,6,"ok",0.00181912144702842,0.888096093958537,0.0933333333333333,0.785714285714286
"FBgn0029702",0.373863218113345,0.165,0.387,21,2,19,"ok",0.205678575148422,0.5504,0.07,0.0952380952380952
"FBgn0266570",-0.562772766707921,0.016,0.714,15,4,11,"ok",0.0245088954306924,0.805842323651452,0.05,0.266666666666667
"FBgn0262738",0.477571355023873,0,0,288,53,235,"ok",0,0,0.96,0.184027777777778
"FBgn0029706",0.130217532876554,0,0.275,246,29,217,"ok",0,0.447295460723023,0.82,0.117886178861789
"FBgn0029705",NA,NA,NA,8,0,8,"skipped",NA,NA,0.0266666666666667,0
"FBgn0040907",0.742897166463913,0.289,0.181,33,3,30,"ok",0.340394843027261,0.346926329276105,0.11,0.0909090909090909
"FBgn0002707",0.623014099608564,0.014,0.022,84,16,68,"ok",0.0216699430936368,0.0922550805886475,0.28,0.19047619047619
"FBgn0040906",1.01003723138908,0.517,0.172,10,2,8,"ok",0.57032500691308,0.334987144019528,0.0333333333333333,0.2
"FBgn0029703",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0040905",NA,NA,NA,1,1,0,"skipped",NA,NA,0.00333333333333333,1
"FBgn0040904",-107.526441474607,0,0.836,8,7,1,"ok",0,0.889197298258087,0.0266666666666667,0.875
"FBgn0029700",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0041252",0.169006035373574,0.016,0.376,29,22,7,"ok",0.0245088954306924,0.541577566494163,0.0966666666666667,0.758620689655172
"FBgn0029696",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0000635",0.747701823291321,0.008,0,212,27,185,"ok",0.0128965517241379,0,0.706666666666667,0.127358490566038
"FBgn0026080",0.42552756763834,0,0.017,215,28,187,"ok",0,0.0779524904214559,0.716666666666667,0.130232558139535
"FBgn0026079",0.720275526375223,0.039,0.001,108,22,86,"ok",0.0556253128351806,0.0103798785776236,0.36,0.203703703703704
"FBgn0004832",-0.00618044298988551,0,0.514,86,39,47,"ok",0,0.657498076100898,0.286666666666667,0.453488372093023
"FBgn0029693",0.39649364415656,0,0.034,128,28,100,"ok",0,0.121502538071066,0.426666666666667,0.21875
"FBgn0000179",0.43996711104253,0,0.001,251,146,105,"ok",0,0.0103798785776236,0.836666666666667,0.581673306772908
"FBgn0029708",0.0906432725615228,0,0.27,273,160,113,"ok",0,0.442409638554217,0.91,0.586080586080586
"FBgn0029709",-0.133521780728914,0,0.697,140,22,118,"ok",0,0.795659671880961,0.466666666666667,0.157142857142857
"FBgn0029710",-0.213907296618043,0,0.718,38,25,13,"ok",0,0.808298748941774,0.126666666666667,0.657894736842105
"FBgn0029712",1.83088468925398,0.891,0.028,29,2,27,"ok",0.910397677793904,0.108272697899838,0.0966666666666667,0.0689655172413793
"FBgn0029714",0.554274473253613,0.028,0.054,62,11,51,"ok",0.0409662591687042,0.161932347782511,0.206666666666667,0.17741935483871
"FBgn0029716",-0.0742567353066253,0,0.622,90,29,61,"ok",0,0.743220447284345,0.3,0.322222222222222
"FBgn0003053",0.173679343889038,0,0.108,263,105,158,"ok",0,0.250833300989715,0.876666666666667,0.399239543726236
"FBgn0025739",0.0523308886840757,0,0.415,156,37,119,"ok",0,0.57458583988894,0.52,0.237179487179487
"FBgn0029718",0.15081489427394,0.002,0.361,98,6,92,"ok",0.00351070695218539,0.528107566312187,0.326666666666667,0.0612244897959184
"FBgn0022942",0.347497851010949,0,0.037,220,32,188,"ok",0,0.128092565808504,0.733333333333333,0.145454545454545
"FBgn0022768",-0.367327526575,0,0.938,98,37,61,"ok",0,0.954752849124,0.326666666666667,0.377551020408163
"FBgn0262699",0.00189888585760371,0,0.506,250,75,175,"ok",0,0.651372270624933,0.833333333333333,0.3
"FBgn0029720",0.409130124795933,0,0.001,239,62,177,"ok",0,0.0103798785776236,0.796666666666667,0.259414225941423
"FBgn0029719",0.191457234422197,0,0.183,135,34,101,"ok",0,0.348693520140105,0.45,0.251851851851852
"FBgn0025615",0.371840753605902,0.039,0.244,37,6,31,"ok",0.0556253128351806,0.415390042674253,0.123333333333333,0.162162162162162
"FBgn0011277",0.245765324972664,0,0.186,124,15,109,"ok",0,0.352055669777005,0.413333333333333,0.120967741935484
"FBgn0025612",1.75950671780008,0.245,0.682,9,1,8,"ok",0.294748693204664,0.786033898305085,0.03,0.111111111111111
"FBgn0025613",0.233956229095992,0,0.147,145,33,112,"ok",0,0.303483870967742,0.483333333333333,0.227586206896552
"FBgn0025387",NA,NA,NA,3,0,3,"skipped",NA,NA,0.01,0
"FBgn0029717",NA,NA,NA,5,0,5,"skipped",NA,NA,0.0166666666666667,0
"FBgn0029715",-0.0479389721922674,0,0.561,78,15,63,"ok",0,0.695395960642154,0.26,0.192307692307692
"FBgn0029713",0.717983486795294,0.041,0.018,147,10,137,"ok",0.0582073546856465,0.080652938974167,0.49,0.0680272108843537
"FBgn0029711",0.662440905777481,0.127,0.204,77,3,74,"ok",0.162195710169672,0.372062176165803,0.256666666666667,0.038961038961039
"FBgn0003210",0.327859714414976,0,0.06,249,28,221,"ok",0,0.174037809015996,0.83,0.112449799196787
"FBgn0011760",0.107623291588373,0,0.34,100,15,85,"ok",0,0.509085449768548,0.333333333333333,0.15
"FBgn0028325",0.432723870333253,0,0.026,176,20,156,"ok",0,0.102967571144937,0.586666666666667,0.113636363636364
"FBgn0029722",1.70014133309349,0.989,0.001,48,7,41,"ok",0.991651474530831,0.0103798785776236,0.16,0.145833333333333
"FBgn0029723",0.434867365767595,0,0.005,270,42,228,"ok",0,0.0345895953757225,0.9,0.155555555555556
"FBgn0029727",0.136145791537928,0,0.343,48,18,30,"ok",0,0.511656986164776,0.16,0.375
"FBgn0029729",-9.98922537308834,0.059,0.806,14,1,13,"ok",0.0809947235604496,0.869732936615274,0.0466666666666667,0.0714285714285714
"FBgn0029730",3.77939460193409,0.604,0.177,5,4,1,"ok",0.653823444283647,0.341832499596579,0.0166666666666667,0.8
"FBgn0029733",-0.584036383721788,0,0.835,74,4,70,"ok",0,0.888528496487952,0.246666666666667,0.0540540540540541
"FBgn0029737",0.132977698336185,0,0.308,100,21,79,"ok",0,0.479342522756827,0.333333333333333,0.21
"FBgn0004368",0.311350478767094,0,0.015,231,125,106,"ok",0,0.0718654923939151,0.77,0.541125541125541
"FBgn0029728",0.900982617392148,0.387,0.189,9,3,6,"ok",0.44098029134533,0.355206030150754,0.03,0.333333333333333
"FBgn0029725",6.01100408820069,0.503,0,4,1,3,"ok",0.556934406513091,0,0.0133333333333333,0.25
"FBgn0025679",0.340055407149024,0.087,0.474,31,2,29,"ok",0.115153284671533,0.625450055126792,0.103333333333333,0.0645161290322581
"FBgn0029724",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0003028",0.102720039672766,0,0.278,192,55,137,"ok",0,0.450217050067659,0.64,0.286458333333333
"FBgn0029745",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0003449",0.361361908955622,0,0.1,155,16,139,"ok",0,0.239120879120879,0.516666666666667,0.103225806451613
"FBgn0011761",-2.32460232928512,0.031,0.747,25,1,24,"ok",0.0449815712900097,0.828170078740157,0.0833333333333333,0.04
"FBgn0029753",-0.093737211373214,0,0.617,72,11,61,"ok",0,0.739238762638903,0.24,0.152777777777778
"FBgn0029755",0.492635595943916,0.001,0.04,109,16,93,"ok",0.00181912144702842,0.13447191011236,0.363333333333333,0.146788990825688
"FBgn0014024",0.216253703266859,0.005,0.305,38,7,31,"ok",0.00830649639089395,0.476657090624184,0.126666666666667,0.184210526315789
